Trip_Distance_km,Time_of_Day,Day_of_Week,Passenger_Count,Traffic_Conditions,Weather,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Column1,Trip_Price per person
46.2,Morning,,1,Medium,Clear,2.93,1.46,0.43,16.33,77.4039,25717.01952,77.4039
35.65,Night,Weekend,4,Low,Rain,4.35,0.69,0.42,35.49,43.8543,25717.01952,10.963575
8.47,Evening,Weekend,2,High,Clear,3.33,1.15,0.2,61.93,25.4565,25717.01952,12.72825
29.24,Afternoon,Weekend,4,Medium,Rain,3.46,0.91,0.38,,68.9614,25717.01952,17.24035
30.73,Morning,Weekend,3,Medium,Rain,4.33,1.83,0.19,63.09,72.553,25717.01952,24.18433333
21.78,Afternoon,Weekday,4,,Clear,3.15,0.56,0.12,91.02,26.2692,25717.01952,6.5673
37.09,Evening,Weekend,4,Low,Clear,3.33,1.87,0.18,,76.4647,25717.01952,19.116175
46.78,Afternoon,Weekend,3,Medium,Clear,3.13,1.75,0.17,34.03,90.7801,25717.01952,30.26003333
46.35,Morning,Weekday,1,Medium,Clear,3.1,0.95,0.24,89.15,68.5285,25717.01952,68.5285
23.09,Morning,Weekday,3,High,Rain,3.58,1.68,,23.94,48.835,25717.01952,16.27833333
6.55,Morning,Weekend,3,Medium,Rain,4.43,0.55,0.3,45.41,21.6555,25717.01952,7.2185
49.26,Afternoon,Weekday,4,Low,Clear,3.09,1.95,0.29,35.46,109.4304,25717.01952,27.3576
42.11,Evening,Weekday,1,High,Clear,3.57,1.29,0.21,45.23,67.3902,25717.01952,67.3902
7.11,Morning,Weekday,2,Low,Rain,4.01,0.95,0.11,86.46,20.2751,25717.01952,10.13755
,Morning,Weekday,3,High,Snow,2.81,1.04,0.34,,66.8568,25717.01952,22.2856
43.62,Morning,Weekday,,High,Clear,2.83,0.6,0.26,68.86,46.9056,25717.01952,#DIV/0!
26.42,Night,Weekend,3,Low,Clear,4.8,1.98,0.22,16.49,60.7394,25717.01952,20.24646667
29.97,Morning,Weekday,3,Medium,Clear,4.17,0.56,0.45,97.58,64.8642,25717.01952,21.6214
20.55,Evening,Weekday,3,Low,Snow,3.73,1.48,0.4,47.54,53.16,25717.01952,17.72
3.68,Afternoon,Weekday,3,Medium,Clear,3.94,1.16,0.44,79.58,43.224,25717.01952,14.408
17.42,Afternoon,Weekday,4,Medium,Clear,2.09,1.92,0.3,88.42,62.0624,25717.01952,15.5156
40.34,Morning,Weekend,1,Medium,Clear,3.85,0.87,0.15,29.11,43.3123,25717.01952,43.3123
1.23,Morning,Weekday,1,,Clear,3.53,1.3,0.38,106.74,45.6902,25717.01952,45.6902
,Afternoon,Weekday,1,Medium,Clear,3.64,1.22,0.18,75.87,38.4514,25717.01952,38.4514
20.51,Evening,Weekday,3,Medium,Snow,3.08,1.55,0.28,54.3,50.0745,25717.01952,16.6915
27.33,Afternoon,Weekday,4,High,Clear,2.24,0.6,0.13,25.97,22.0141,25717.01952,5.503525
46.07,Afternoon,Weekend,3,High,Clear,2.58,0.79,0.43,113.36,87.7201,25717.01952,29.24003333
17.97,Morning,Weekend,3,Low,Clear,4.85,0.82,0.15,91.83,33.3599,25717.01952,11.11996667
18,Night,Weekday,1,,Clear,3.23,1.61,0.46,28.92,45.5132,25717.01952,45.5132
37.14,Evening,Weekday,3,Low,Clear,3.4,0.78,0.45,43.84,52.0972,25717.01952,17.36573333
23.16,Morning,Weekday,2,High,Clear,2.16,1.36,,98.11,62.1095,25717.01952,31.05475
,Night,Weekday,3,Low,Clear,2.11,0.82,0.4,85,45.9582,25717.01952,15.3194
23.17,Afternoon,Weekday,2,Low,Clear,4.15,1.79,0.35,93.07,78.1988,25717.01952,39.0994
7.9,Afternoon,Weekday,3,Medium,Clear,3.61,1.91,0.42,55.74,42.1098,25717.01952,14.0366
9.64,Evening,,4,Medium,Clear,3.53,1.28,,87.39,39.4645,25717.01952,9.866125
25.42,Evening,Weekday,4,Low,Snow,2.73,1.03,0.41,49.45,49.1871,25717.01952,12.296775
126.5476283,Afternoon,Weekend,1,Low,,4.23,0.85,0.28,29.3,224.9146629,25717.01952,224.9146629
45.83,Morning,Weekend,3,Medium,Clear,2.5,0.57,0.48,,65.9479,25717.01952,21.98263333
18.76,Afternoon,Weekday,2,High,Clear,2.57,0.9,0.29,117.24,53.4536,25717.01952,26.7268
29.45,Night,Weekend,,Low,Rain,3.38,1.48,0.29,40.72,,25717.01952,#DIV/0!
,Morning,Weekday,3,Low,Clear,2.86,1.3,0.41,58.01,68.2181,25717.01952,22.73936667
1.64,,Weekday,2,Medium,Rain,2.74,1.92,0.43,82.51,41.3681,25717.01952,20.68405
33.51,Afternoon,Weekend,4,Low,Rain,3.94,1.09,0.32,67.27,61.9923,25717.01952,15.498075
9.72,Afternoon,Weekend,2,High,Clear,3.95,1.54,0.17,101.99,36.2571,25717.01952,18.12855
48.09,Afternoon,Weekend,1,High,Clear,4.47,1.23,0.29,92.6,90.4747,25717.01952,90.4747
8.28,Night,Weekday,4,Medium,Snow,3.25,1.27,0.49,11.7,19.4986,25717.01952,4.87465
,Morning,Weekday,4,Low,Clear,2.22,0.9,0.4,119.82,69.336,25717.01952,17.334
,Morning,Weekend,4,Medium,Clear,2.82,1.18,0.42,91.53,47.375,25717.01952,11.84375
49.85,Morning,Weekday,3,Medium,Clear,4.94,1.21,0.11,104.35,76.737,25717.01952,25.579
25.61,Evening,,3,High,Clear,3.79,1.56,0.29,79.89,66.9097,25717.01952,22.30323333
30.17,Afternoon,Weekday,4,Medium,Clear,4.13,1.91,0.36,103.47,99.0039,25717.01952,24.750975
4.29,Morning,,3,Medium,Rain,2.02,0.99,0.43,17.92,13.9727,25717.01952,4.657566667
37.75,Evening,Weekday,2,Medium,Snow,3.55,0.56,0.12,44.99,30.0888,25717.01952,15.0444
11.29,Evening,Weekday,3,Medium,Clear,2.11,,0.44,105.79,62.6572,25717.01952,20.88573333
45,Evening,Weekend,3,High,Clear,3.71,1.32,0.32,28.19,72.1308,25717.01952,24.0436
11.05,Night,Weekday,4,Medium,Clear,4.76,0.75,0.18,14,15.5675,25717.01952,3.891875
10.34,Morning,Weekday,1,Medium,Clear,4.91,1.64,,95.63,43.8625,25717.01952,43.8625
2.79,Evening,Weekday,1,Low,,3.62,1.98,0.21,101.08,30.371,25717.01952,30.371
24.13,Afternoon,Weekday,1,,Snow,3.37,1.92,0.31,23.71,57.0497,25717.01952,57.0497
28.68,Evening,Weekday,2,Medium,Rain,4.84,,0.12,103.25,40.174,25717.01952,20.087
4.22,Evening,Weekday,3,Low,Clear,4.02,1.81,0.16,83.98,25.095,25717.01952,8.365
39,Evening,Weekend,1,Low,Clear,2.19,1.56,0.43,64.81,90.8983,25717.01952,90.8983
23.21,Afternoon,Weekday,4,Medium,Clear,3.4,1.18,0.15,100.48,45.8598,25717.01952,11.46495
26.7,Morning,Weekend,1,Medium,Clear,2.72,1.31,0.19,53.21,47.8069,25717.01952,47.8069
22.6,Afternoon,Weekday,1,Medium,Clear,3.41,1.77,0.28,27.31,51.0588,25717.01952,51.0588
20.64,Night,Weekday,3,Low,Clear,3.37,1.22,0.31,37.76,40.2564,25717.01952,13.4188
28.42,Night,Weekday,3,Medium,Snow,3.75,1.06,0.41,63.09,59.7421,25717.01952,19.91403333
8.61,Morning,Weekday,3,Low,Clear,3.07,1.24,0.28,66.1,32.2544,25717.01952,10.75146667
9.91,Morning,Weekend,2,Medium,Clear,2.49,,0.42,97.64,57.0755,25717.01952,28.53775
43.23,Morning,Weekday,2,Low,Rain,3.51,0.78,0.35,96.01,70.8329,25717.01952,35.41645
47.36,Evening,Weekday,1,,Clear,,1.85,0.15,71.86,102.885,25717.01952,102.885
19.29,Evening,Weekend,3,Low,Clear,3.99,1.51,0.16,94.79,48.2843,25717.01952,16.09476667
14.27,Morning,Weekend,1,Low,Clear,,1.45,0.27,27.05,,25717.01952,0
,Afternoon,,4,Low,Clear,4.81,0.65,0.26,10.76,28.7716,25717.01952,7.1929
21.03,Evening,Weekday,4,Low,,4.74,1.41,0.4,105.47,76.5803,25717.01952,19.145075
2.24,Evening,Weekend,3,Medium,Clear,2.63,0.68,0.33,13.69,8.6709,25717.01952,2.8903
8.65,Afternoon,Weekday,3,Medium,Rain,2.12,0.62,0.26,33.37,16.1592,25717.01952,5.3864
36.08,Afternoon,Weekday,4,Low,Clear,,1.29,0.17,84.96,65.2064,25717.01952,16.3016
33.29,Afternoon,Weekday,3,High,Clear,4.48,1.1,0.19,52.09,50.9961,25717.01952,16.9987
2.33,Morning,Weekday,2,Low,Rain,,1.38,0.33,105.78,43.0228,25717.01952,21.5114
11.88,Afternoon,Weekday,2,Medium,Clear,4.67,0.63,0.27,39.27,22.7573,25717.01952,11.37865
12.32,Afternoon,Weekday,3,Low,Clear,3.8,1.15,0.31,6.37,19.9427,25717.01952,6.647566667
33.92,Evening,Weekend,4,Low,Clear,3.59,0.76,0.17,39.58,36.0978,25717.01952,9.02445
1.97,Afternoon,Weekday,1,Medium,Clear,2.08,1.98,0.37,71.48,32.4282,25717.01952,32.4282
6.1,Evening,Weekday,3,Medium,Clear,2.74,1.34,,48.23,32.1352,25717.01952,10.71173333
40.2,Morning,Weekday,3,High,Clear,3.38,1.53,0.2,66.51,78.188,25717.01952,26.06266667
9.75,Afternoon,Weekend,1,Medium,Clear,3.89,0.99,0.3,105.81,45.2855,25717.01952,45.2855
32.98,Morning,Weekday,3,High,Clear,3.67,0.64,0.49,109.94,78.6478,25717.01952,26.21593333
12.67,Morning,Weekday,1,Low,Snow,,1.96,0.23,35.59,37.2489,25717.01952,37.2489
5.87,Evening,Weekend,4,Low,Clear,2.84,0.93,0.34,58.15,28.0701,25717.01952,7.017525
12.92,Night,Weekend,2,Low,Rain,3.69,1.14,0.14,,,25717.01952,0
36.39,Morning,Weekday,4,Low,Clear,2.26,1.47,0.34,114.15,94.5643,25717.01952,23.641075
42.93,Afternoon,Weekday,2,Medium,Clear,3.24,0.54,0.14,119.84,43.1998,25717.01952,21.5999
41.68,Evening,,1,Medium,Rain,4.25,1.72,0.48,32.07,,25717.01952,0
20.46,Morning,,,Low,Clear,4.08,1.3,0.39,88.6,65.232,25717.01952,#DIV/0!
33.74,Afternoon,Weekday,4,High,Rain,4.97,0.92,0.42,48.47,56.3682,25717.01952,14.09205
11.04,Evening,Weekend,2,High,Clear,2.83,0.59,0.38,5.93,11.597,25717.01952,5.7985
15.36,Afternoon,Weekday,1,Low,Clear,3.49,0.74,0.34,6.06,16.9168,25717.01952,16.9168
44.92,Morning,Weekday,2,Low,Clear,2.99,1.84,0.28,57.97,101.8744,25717.01952,50.9372
1.64,Afternoon,Weekday,3,Low,Clear,3.32,1.53,0.44,61.16,32.7396,25717.01952,10.9132
5.19,Evening,Weekday,4,Low,Rain,4.57,0.87,0.48,7.6,12.7333,25717.01952,3.183325
11.19,,Weekday,3,Low,Clear,4.05,0.6,0.3,84,35.964,25717.01952,11.988
2.3,Morning,Weekend,1,Medium,Snow,,1.54,0.47,38.81,26.4327,25717.01952,26.4327
9.89,Evening,Weekday,2,Low,Snow,2.61,1.36,0.33,69.39,38.9591,25717.01952,19.47955
29.57,,Weekday,3,Low,Clear,4.62,1.11,0.32,39.61,50.1179,25717.01952,16.70596667
21.65,Evening,Weekday,3,High,Clear,2.18,1.05,,24.22,31.6941,25717.01952,10.5647
44.74,Morning,,,Medium,Rain,4.67,0.83,0.18,51.82,51.1318,25717.01952,#DIV/0!
41.05,Night,,2,High,Snow,2.99,1.5,0.1,31.71,67.736,25717.01952,33.868
17.75,Afternoon,Weekday,4,Low,Clear,,1.96,0.2,66.5,51.03,25717.01952,12.7575
13.71,Afternoon,Weekday,3,Low,Clear,3.54,0.76,0.3,27.87,22.3206,25717.01952,7.4402
19.6,Morning,Weekday,3,Medium,Clear,4.82,1.4,,63.47,48.1275,25717.01952,16.0425
29.92,Afternoon,Weekday,1,Low,Clear,2.14,1.14,0.28,23.1,,25717.01952,0
14.14,Evening,Weekday,4,Low,Clear,3.06,,0.49,82.16,59.8622,25717.01952,14.96555
31.58,Night,Weekend,1,Medium,Rain,4.57,0.88,0.24,91.7,54.3684,25717.01952,54.3684
21.06,Afternoon,Weekend,3,Medium,Clear,3.19,1.74,0.28,17.7,44.7904,25717.01952,14.93013333
28.05,Afternoon,Weekday,1,Medium,Clear,2.6,1.23,0.15,58.8,45.9215,25717.01952,45.9215
22.37,Evening,Weekday,3,Medium,Clear,3.27,1.32,0.12,13.15,34.3764,25717.01952,11.4588
15.43,Evening,Weekend,3,Medium,Clear,3.16,0.96,0.41,73.79,48.2267,25717.01952,16.07556667
47.47,Afternoon,Weekend,1,Low,,4.75,,0.33,35.41,52.9872,25717.01952,52.9872
38.42,Afternoon,Weekday,1,Low,Clear,4.29,0.63,0.4,65.68,54.7666,25717.01952,54.7666
7.87,Afternoon,Weekday,2,Low,Clear,3.52,1.57,0.16,64.51,26.1975,25717.01952,13.09875
43.55,Afternoon,Weekday,2,Low,,4.97,0.79,0.33,111.3,,25717.01952,0
24.88,Morning,Weekend,2,High,Clear,3.4,1.54,0.2,68.14,55.3432,25717.01952,27.6716
44.83,Afternoon,Weekend,3,Medium,Snow,2.17,1.09,0.19,72.04,64.7223,25717.01952,21.5741
40.19,Afternoon,Weekday,1,Medium,Clear,2.79,1.12,0.1,51.19,52.9218,25717.01952,52.9218
21.84,Evening,Weekday,4,Low,Clear,3.31,1.2,0.15,114.14,46.639,25717.01952,11.65975
2.1,Morning,Weekend,3,Low,Clear,,1.05,0.22,94.38,25.4386,25717.01952,8.479533333
14.17,Afternoon,Weekend,4,Low,Snow,4.84,0.65,0.15,37.82,19.7235,25717.01952,4.930875
27.54,Afternoon,Weekend,1,Low,Clear,4.3,0.96,0.49,102.08,80.7576,25717.01952,80.7576
32.04,Afternoon,Weekend,3,Low,Clear,,1.5,0.22,54.73,62.9006,25717.01952,20.96686667
13.64,Morning,Weekday,4,Medium,Rain,3.77,1.5,0.15,100.3,39.275,25717.01952,9.81875
7.83,Afternoon,Weekday,4,Medium,Clear,4.16,0.93,0.18,99.63,29.3753,25717.01952,7.343825
41.91,Afternoon,Weekday,2,Medium,Clear,4.82,1.19,0.34,26.72,63.7777,25717.01952,31.88885
49.24,Afternoon,Weekday,2,Medium,Clear,4.64,0.79,0.13,85.63,54.6715,25717.01952,27.33575
26.76,Afternoon,Weekday,2,High,Clear,3.55,0.82,0.44,38.42,42.398,25717.01952,21.199
9.41,,Weekend,3,Low,Clear,4.32,0.53,0.48,39.21,28.1281,25717.01952,9.376033333
14.34,Evening,Weekday,1,Low,Rain,3.69,1.85,,,38.035,25717.01952,38.035
1.9,Morning,Weekend,1,Low,Clear,3.66,0.82,0.28,88.44,29.9812,25717.01952,29.9812
45.8,Evening,Weekday,2,Medium,Rain,,0.84,0.11,31.43,,25717.01952,0
6.77,Afternoon,Weekend,2,High,Clear,2.38,0.92,0.36,5.1,10.4444,25717.01952,5.2222
,Morning,Weekday,2,Low,Rain,3.59,0.69,0.27,87.25,47.33,25717.01952,23.665
14.43,Morning,Weekday,4,High,Clear,2.81,1.46,0.21,24.69,29.0627,25717.01952,7.265675
28.15,Afternoon,Weekday,2,High,Clear,2.06,0.61,0.18,17.02,22.2951,25717.01952,11.14755
32.92,Evening,Weekday,4,Low,Clear,4.17,0.7,0.36,32.31,38.8456,25717.01952,9.7114
,Evening,Weekend,1,Low,Snow,2.1,1.47,0.27,48.69,76.4865,25717.01952,76.4865
11.11,Evening,Weekend,3,Medium,Clear,3.79,1.01,0.17,59.73,25.1652,25717.01952,8.3884
1.54,Afternoon,Weekday,3,High,Clear,3.62,1.56,0.38,10.13,9.8718,25717.01952,3.2906
7.71,Afternoon,Weekday,3,Low,Clear,4.91,,0.33,116.62,53.726,25717.01952,17.90866667
45.1,Morning,Weekday,3,Medium,Clear,,0.88,0.44,87.35,81.572,25717.01952,27.19066667
43.82,Afternoon,Weekday,4,Low,Clear,2.19,1.48,0.15,42.17,73.3691,25717.01952,18.342275
30.27,Afternoon,Weekend,4,Medium,Clear,3.66,0.67,0.41,41.65,41.0174,25717.01952,10.25435
30.43,Morning,Weekend,2,Medium,Clear,4.52,1.3,0.37,56.58,65.0136,25717.01952,32.5068
33.59,Morning,Weekday,4,Medium,Clear,4.99,1.16,0.15,77.02,55.5074,25717.01952,13.87685
9.59,Afternoon,Weekend,2,High,Clear,3.29,0.9,0.38,21.83,20.2164,25717.01952,10.1082
45.81,Evening,Weekday,2,High,Clear,,1.41,0.28,26.73,75.0365,25717.01952,37.51825
21.52,Night,Weekend,3,High,Rain,4.72,1.81,0.48,103.83,93.5096,25717.01952,31.16986667
19.77,Night,Weekday,4,Low,Clear,2.57,2,0.16,34.47,47.6252,25717.01952,11.9063
26.43,Afternoon,Weekend,4,Medium,Clear,3.85,1.41,0.36,48.72,58.6555,25717.01952,14.663875
3.3,Afternoon,Weekend,2,Low,Clear,3.22,1.11,0.25,105.2,33.183,25717.01952,16.5915
9.15,Afternoon,Weekday,2,Medium,Snow,2.12,0.84,0.48,81.26,48.8108,25717.01952,24.4054
37.16,Evening,Weekend,1,Medium,Snow,3.04,0.89,0.23,44.3,46.3014,25717.01952,46.3014
5.06,Morning,Weekday,1,Medium,,2.8,1.22,0.48,83.63,49.1156,25717.01952,49.1156
,Afternoon,Weekday,2,Medium,Clear,4.06,1.05,0.46,7.26,39.4771,25717.01952,19.73855
13.02,Evening,Weekday,1,High,Clear,4.85,1.87,,89.6,48.0134,25717.01952,48.0134
20.08,Afternoon,Weekend,1,Low,Clear,2.8,1.05,0.42,,49.5082,25717.01952,49.5082
15.15,Afternoon,Weekend,2,,Clear,4.43,1.06,0.5,98.52,69.749,25717.01952,34.8745
18.43,Afternoon,Weekend,2,Low,Clear,2.17,1.08,0.2,114.78,45.0304,25717.01952,22.5152
36.23,Morning,Weekend,4,,Rain,3.61,,0.27,,97.1094,25717.01952,24.27735
15.56,Afternoon,Weekday,2,,Rain,2.21,1.48,,109.57,59.2055,25717.01952,29.60275
28.75,Afternoon,Weekend,2,High,Rain,4.8,1.42,0.22,63.9,59.683,25717.01952,29.8415
24.33,Morning,Weekday,3,High,Clear,4.3,1,0.11,46.42,33.7362,25717.01952,11.2454
,Morning,Weekday,4,High,Clear,3.97,1.73,0.19,58.48,73.0708,25717.01952,18.2677
46.9,Evening,Weekday,4,High,Clear,4.47,0.56,0.21,84.34,48.4454,25717.01952,12.11135
36.9,Morning,Weekend,4,Low,Clear,3.94,1.81,0.28,106.66,100.5938,25717.01952,25.14845
11.53,Afternoon,Weekend,3,Low,Rain,4.91,1.27,0.17,,24.4491,25717.01952,8.1497
2.53,Morning,Weekday,2,Medium,Clear,4.14,1.1,0.45,110.59,56.6885,25717.01952,28.34425
13.85,Night,Weekday,4,Medium,Clear,4.77,1.25,0.38,98.75,59.6075,25717.01952,14.901875
30.16,Morning,Weekend,4,Medium,Clear,3.55,1.5,0.13,117.57,,25717.01952,0
3.52,Afternoon,Weekday,,Low,Clear,2.35,,0.36,106.23,42.4232,25717.01952,#DIV/0!
25.32,Evening,Weekend,4,Medium,Rain,3.58,1.81,0.36,37.19,62.7976,25717.01952,15.6994
30.25,Evening,Weekend,2,Medium,Clear,2.38,1.17,0.48,17.18,46.0189,25717.01952,23.00945
17.38,Morning,Weekday,2,Low,Rain,3.78,1.01,0.1,17.91,23.1248,25717.01952,11.5624
38.77,Evening,Weekday,1,Medium,Clear,3.45,0.71,0.2,38.49,38.6747,25717.01952,38.6747
6.22,Afternoon,Weekend,4,Medium,Clear,3.87,1.16,0.47,75.63,46.6313,25717.01952,11.657825
4.68,Afternoon,Weekend,4,Medium,Rain,2.03,1.24,0.47,97.5,53.6582,25717.01952,13.41455
36.68,Morning,Weekday,4,Low,Clear,2.58,1.11,0.39,108.41,85.5747,25717.01952,21.393675
25.28,Morning,Weekend,3,Medium,Snow,3.47,1.52,,76.73,73.3549,25717.01952,24.45163333
34.73,Evening,Weekday,4,Low,Clear,4.85,1.13,0.14,5.65,44.8859,25717.01952,11.221475
22.31,Afternoon,Weekday,2,Low,Clear,3.15,1.94,0.31,26.43,54.6247,25717.01952,27.31235
13.07,,Weekend,2,Medium,Clear,3.27,1.4,0.19,16.47,24.6973,25717.01952,12.34865
41.14,Evening,Weekend,3,Medium,Rain,4.14,1.71,0.17,46.78,82.442,25717.01952,27.48066667
40.17,Evening,Weekday,3,Low,Clear,3.81,0.66,0.42,62.66,56.6394,25717.01952,18.8798
35.04,Morning,Weekend,4,Medium,Rain,2.9,1.1,0.15,9.99,,25717.01952,0
14.34,Afternoon,Weekday,1,Medium,Clear,3.23,1.01,0.29,45.07,30.7837,25717.01952,30.7837
,Morning,Weekday,3,Medium,Clear,2.65,1.35,,25.61,55.3348,25717.01952,18.44493333
18.69,Evening,Weekday,3,Medium,Clear,4.9,1.79,0.17,79.41,51.8548,25717.01952,17.28493333
5.49,Afternoon,Weekend,4,Medium,Clear,2.39,0.62,0.49,58.39,34.4049,25717.01952,8.601225
45.95,Night,Weekday,4,Medium,Clear,3.12,0.61,,61.96,62.1295,25717.01952,15.532375
7.7,Morning,Weekday,3,Low,Rain,2.08,1.78,,54.18,33.1236,25717.01952,11.0412
47.56,Morning,Weekday,1,Low,Clear,2.67,0.82,0.17,114.94,61.209,25717.01952,61.209
22.85,Morning,Weekend,3,Medium,Clear,4.34,,0.23,29.69,45.4437,25717.01952,15.1479
